ranking,Korean_word,etymology,Japanese_meaning,memo,part_of_speech,hint,grade
1195,가게,,店,,명,,A
898,가격,,価格,,명,價格,B
7434,가구,,家具,,명,家具,B
4964,가까워지다,,近づく,,동,,B
1695,가까이,,近くに,,부,,B
648,가깝다,,近い,,형,,A
1747,가꾸다,,（植物を）育てる、（身だしなみを）整える,,동,,B
852,가끔,,時々、たまに,,부,,A
1716,가난하다,,貧しい,,형,,B
2757,가늘다,,細い,,형,,B
483,가능성,,可能性,,명,可能性,B
501,가능하다,,可能だ,,형,可能-,B
25,가다,,行く,,동,,A
1196,가득,,（容れ物に）いっぱいに,,부,~ 차다,B
3561,가득하다,,（容れ物に）いっぱいだ,,형,,B
9014,가로,,横に,,명,~와 세로,B
2789,가루,,粉,,명,분필 ~,B
698,가르치다,,教える,,동,,A
2913,가리다01,,遮る,,동,시야를 ~,B
2305,가리다02,,区別する,,동,시비를 ~,B
1367,가리키다,,示す,,동,,B
1706,가만히,,じっと、何もせず,,부,,B
1530,가방,,カバン,,명,~을 메다,A
1189,가볍다,,軽い,,형,,A
2000,가수,,歌手,,명,歌手,A
2053,가스,,ガス,,명,gas,B
384,가슴,,胸,,명,,A
3904,가슴속,,胸の内,,명,,B
6526,가요,,歌謡、大衆曲,,명,歌謠,B
264,가운데,,中央,,명,,A
6172,가위,,鋏[はさみ],,명,기구,B
1268,가을,,秋,,명,,A
5167,가이드,,ガイド,,명,guide,B
127,가장,,最も,,부,,A
715,가정,,過程,,명,家庭,B
3512,가져가다,,持っていく,,동,,B
5704,가져다주다,,持っていってあげる、持ってきてくれる,,동,,B
1060,가져오다,,持ってくる,,동,,A
409,가족,,家族,,명,家族,A
5072,가죽,,革、（動物の）皮膚,,명,,B
2124,가지01,,枝,,명,~를 치다,B
129,가지02,,～種類,,의,한 ~,B
94,가지다,,持つ、所有する,「所有する、備えている」という意味であり、「（物理的に手に）持つ」という意味はない。,동,,A
4668,가짜,,偽物、偽者,,명,假-,B
422,각,,各,,관,各,B
751,각각,,各々、それぞれ,,부,各各,B
2885,각국,,各国,,명,各國,B
3562,각자,,各自,,부,各自,B
815,각종,,各種,,명,各種,B
335,간,,～間,,의,間. 서울과 부산 ~,B
1336,간단하다,,簡単だ、単純だ,「易しい」という意味よりも「単純だ」という意味が強い。,형,簡單-,B
2987,간단히,,簡単に,,부,簡單-,B
8290,간식,,おやつ、間食,,명,間食,B
3100,간장,,醤油,,명,#NAME?,B
7438,간호사,,看護師,,명,看護師,A
6736,갈다01,,替える,,동,바꾸다,B
2401,갈다02,,歯ぎしりをする,,동,문지르다,B
12246,갈비,,カルビ（肋骨付近の肉）,,명,,A
38470,갈비탕,,カルビタン,牛の骨付きあばら肉を煮込んだスープ,명,#NAME?,B
3342,갈색,,茶色,,명,褐色,B
4035,갈아입다,,着替える,,동,,B
9018,갈아타다,,乗り換える,,동,,B
8293,감,,柿,,명,과일,B
3343,감기,,風邪,,명,感氣,A
2125,감다,,（目を）閉じる,,동,눈을 ~,B
2432,감동,,感動,,명,感動,B
6352,감사,,感謝,,명,感謝,A
4966,감사하다,,感謝する,,동,感謝-,A
6530,감상,,鑑賞,,명,鑑賞,B
4321,감상하다,,鑑賞する,,동,鑑賞-,B
3513,감자,,ジャガイモ,,명,,B
846,감정,,感情,,명,感情,B
475,갑자기,,急に、突然,,부,,A
788,값,,値段,,명,,A
1812,강,,大きな川,,명,江,A
8651,강당,,講堂,,명,講堂,B
4967,강도,,強盗,,명,强盜,B
2988,강물,,大きな川の水,,명,江-,B
14028,강아지,,子犬,,명,,B
,강원도,,江原道,韓国に八つある道（大きな地方の単位）のうちの一つ。朝鮮半島の中央部の東側に位置する。,고,江原道,B
2275,강제,,強制,,명,强制,B
631,강조하다,,強調,,동,强調-,B
584,강하다,,強い,,형,强-,B
190,갖다,,持つ、所有する,「가지다」の短縮形。,동,가지다,B
22,같다,,同じだ、～のようだ,「<名詞>하고 같다」は「<名詞>と同じだ」という意味だが、「<名詞> 같다」では「<名詞>のようだ」という意味。,형,,A
203,같이,,一緒に,,부,,A
1569,개01,,犬,,명,동물,A
85,개02,,～個,,의,個,A
4486,개구리,,蛙,,명,,B
7440,개나리,,レンギョウ,,명,,B
1269,개발하다,,開発する,,동,開發-,B
799,개월,,～ヶ月,,의,個月,A
562,개인,,個人,,명,個人,B
2758,개인적,,個人的,,명,個人的,B
1228,걔,,その子、そいつ,,불,그 아이,B
20,거01,,,,의,것,A
3102,거02,,もの、こと,「것」の話し言葉。,대,것,A
293,거기,,そこ,,대,,A
1258,거리01,,町の通り,,명,길~,A
9901,거리02,,～になるようなもの,例えば「이야기 거리」は「話のネタ」。,의,반찬~,B
2675,거실,,リビング,,명,居室,B
2109,거울,,鏡,,명,,A
306,거의,,ほとんど,,부,,B
4039,거짓,,偽[いつわ]り、偽[にせ],,명,,B
2246,거짓말,,嘘,,명,,B
1129,걱정,,心配,,명,,A
10384,걱정되다,,心配だ,,동,,B
5850,걱정스럽다,,心配だ,,형,,B
2491,걱정하다,,心配する,,동,,A
647,건강,,健康,,명,健康,A
1297,건강하다,,健康だ、元気だ,,형,健康-,A
4255,건너가다,,渡る、渡っていく,,동,,B
2276,건너다,,渡る,,동,,B
7167,건너오다,,渡る、渡ってくる,,동,,B
5448,건너편,,向こう側,,명,#NAME?,B
649,건물,,建物,,명,建物,A
2790,건지다,,すくいあげる,,동,,B
2616,건축,,建築,,명,建築,B
546,걷다,,歩く,,동,느릿느릿 ~,A
716,걸다,,掛ける,,동,옷을 ~,A
380,걸리다,,掛かる,,동,'걸다'의 피동사,B
1970,걸어가다,,歩く、歩いていく,,동,,A
4041,걸어오다,,歩く、歩いてくる,,동,집까지 ~,A
1647,걸음,,歩み,,명,,B
1585,검다,,黒い,,형,색깔이 ~,B
1512,검사,,検査,,명,檢査,B
3064,검은색,,黒、黒色,,명,#NAME?,A
38923,검정색,,黒、黒色,,명,#NAME?,B
2644,겁,,恐れ、[怖気>おじけ],例えば「겁이 많다」は「気が小さい」という意味。,명,怯,B
1,것,,もの、こと,,의,,A
2759,겉,,外側,,명,,B
1415,게다가,,その上,,부,,B
877,게임,,ゲーム,,명,game,A
1648,겨우,,ようやく、どうにか,,부,,B
920,겨울,,冬,,명,,A
6009,겨울철,,冬の季節,,명,,B
1341,견디다,,耐える,,동,,B
211,결과,,結果,,명,結果,B
352,결국,,結局,,명,結局,B
3623,결심하다,,決心する,,동,決心-,B
1092,결정,,決定,,명,決定,B
1986,결정되다,,決定する、決まる,,동,決定-,B
1033,결정하다,,決定する、決める,,동,決定-,B
601,결혼,,結婚,,명,結婚,A
3389,결혼식,,結婚式,,명,結婚式,A
1130,결혼하다,,結婚する,,동,結婚-,A
739,경기,,競技,,명,競技,B
,경기도,,京畿道,韓国に八つある道（大きな地方の単位）のうちの一つ。朝鮮半島の中央部の西側に位置する。,고,京畿道,B
3624,경기장,,競技場,,명,競技場,B
,경복궁,,景福宮,,고,景福宮,A
,경상도,,慶尚道,韓国に八つある道（大きな地方の単位）のうちの一つ。朝鮮半島の南東部に位置する。,고,慶尙道,B
1034,경영,,経営,,명,經營,B
65,경우,,場合,,명,境遇,B
200,경제,,経済,,명,經濟,B
2492,경제적,,経済的,,명,經濟的,B
,경주,,慶州,,고,慶州,A
632,경찰,,警察,,명,警察,A
2329,경찰관,,警察官,,명,警察官,A
3214,경찰서,,警察署,,명,警察署,A
5452,경치,,景色,,명,景致,A
585,경험,,経験,,명,經驗,B
2170,경험하다,,経験する,,동,經驗-,B
1586,곁,,隣、横,,명,,B
2206,계단,,階段,,명,階段,B
6951,계란,,鶏の卵,,명,鷄卵,A
1827,계산,,計算、会計,,명,計算,B
3390,계산기,,計算機,,명,計算器,B
2916,계산하다,,計算する、会計する,,동,計算-,B
405,계속,,続けて、継続,,부,繼續,A
1075,계속되다,,続く、継続する,,동,繼續-,B
1149,계속하다,,続ける、継続する,,동,繼續-,B
1163,계시다,,いらっしゃる,「있다」の尊敬語。,동,,A
2350,계약,,契約,,명,契約,B
2520,계절,,季節,,명,季節,A
400,계획,,計画,,명,計劃,A
4862,계획하다,,計画する,,동,計劃-,B
403,고개,,頭,頭の向きに関する表現で用いられる。,명,~를 돌리다,B
1717,고객,,顧客,,명,顧客,B
3968,고교,,高校,,명,高校,B
7996,고구마,,サツマイモ,,명,,B
1915,고급,,高級、上級,,명,高級,B
1055,고기,,肉,,명,,A
1337,고등학교,,高校,,명,高等學校,A
7445,고등학생,,高校生,,명,高等學生,A
1490,고려하다,,考慮する,,동,考慮-,B
1496,고르다01,,選ぶ,,동,뽑다,B
5175,고르다02,,平坦だ,,형,차이가 없다,B
857,고맙다,,ありがたい,,형,,A
1848,고모,,おば、父親の姉妹,,명,姑母,B
8668,고모부,,おじ、父親の姉妹の夫,,명,姑母夫,B
1748,고민,,悩み,,명,苦悶,B
3104,고민하다,,悩む,,동,苦悶-,B
1916,고생,,苦労,,명,苦生,B
3065,고생하다,,苦労する,,동,苦生-,B
6178,고속,,高速,,명,高速,B
5176,고속도로,,高速道路,,명,高速道路,B
11580,고속버스,,高速バス,,명,高速bus,B
1987,고양이,,猫,,명,,A
1480,고장01,,里[さと],,명,지역,B
3625,고장02,,故障,,명,故障,B
2126,고추,,唐辛子,,명,,B
6014,고추장,,唐辛子味噌,,명,#NAME?,B
9916,고춧가루,,唐辛子を乾燥させた粉,,명,,B
1503,고치다,,直す、修理する,,동,,B
986,고통,,苦痛,,명,苦痛,B
5860,고프다,,（お腹が）空[す]く,,형,,A
593,고향,,故郷,,명,故鄕,A
307,곧,,すぐに,,부,,A
3215,곧바로,,すぐに,,부,,B
2821,골목,,路地,,명,,B
7448,골목길,,路地,,명,,B
5717,골프,,ゴルフ,,명,golf,B
6015,골프장,,ゴルフ場,,명,golf場,B
4671,곰,,熊,,명,동물,B
1326,곱다,,美しい,「아름답다」や「예쁘다」より古めかしい表現。,형,아름답다,B
116,곳,,ところ,「데」に比べると書き言葉的。,명,,A
2589,곳곳,,複数の場所,,명,,B
988,공,,ボール,,명,축구~,A
623,공간,,空間,,명,空間,B
1433,공기,,空気,,명,空氣,B
953,공동,,共同,,명,共同,B
1865,공무원,,公務員,,명,公務員,B
490,공부,,勉強,,명,工夫,A
807,공부하다,,勉強する,,동,工夫-,A
1374,공사,,工事,,명,工事,B
1067,공연,,公演,,명,公演,B
2950,공원,,公園,,명,公園,A
685,공장,,工場,,명,工場,B
8672,공중전화,,公衆電話,,명,公衆電話,A
6540,공짜,,無料,,명,空-,B
5179,공책,,ノート,,명,空冊,A
2433,공항,,空港,,명,空港,A
20070,공항버스,,空港バス,,명,空港bus,B
9466,공휴일,,国定休日,,명,公休日,A
996,과,,課,,명,課,A
549,과거,,過去,,명,過去,B
2704,과목,,科目,,명,科目,B
1491,과일,,果物,,명,,A
4402,과자,,菓子,,명,菓子,A
2351,과장,,課長,,명,課長,B
1259,과제,,課題,,명,課題,B
346,과학,,科学,,명,科學,B
1718,과학자,,科学者,,명,科學者,B
2734,과학적,,科学的,,명,科學的,B
1814,관객,,観客,,명,觀客,B
152,관계,,関係,,명,關係,B
1719,관광,,観光,,명,觀光,B
3730,관광객,,観光客,,명,觀光客,B
7182,관광지,,観光地,,명,觀光地,B
420,관련,,関連,,명,關聯,B
1288,관련되다,,関連する,,동,關聯-,B
1481,관련하다,,関連する,,동,關聯-,B
858,관리,,管理,,명,管理,B
312,관심,,関心、興味,,명,關心,B
2070,관찰하다,,観察する,,동,觀察-,B
301,관하다,,関する,,동,關-,B
316,광고,,広告,,명,廣告,B
,광주,,光州,,고,光州,B
813,괜찮다,,大丈夫だ、悪くない,,형,,A
2071,괜히,,大した理由もなく,,부,,B
3516,괴롭다,,苦しい,,형,,B
2190,굉장히,,非常に,,부,宏壯-,B
2887,교과서,,教科書,,명,敎科書,A
2402,교류,,交流,,명,交流,B
6961,교문,,校門,,명,校門,B
371,교수,,教授、大学の先生,,명,敎授,A
1339,교실,,教室,,명,敎室,A
198,교육,,教育,,명,敎育,B
1249,교통,,交通,,명,交通,A
3517,교통사고,,交通事故,,명,交通事故,B
7186,교포,,僑胞、海外に住む韓国系の人々,,명,僑胞,B
3107,교환,,交換,,명,交換,B
1708,교회,,（クリスチャンの）教会,カトリックの教会は「성당」という。,명,敎會,A
10999,구,,9,,수,九,A
2705,구경,,見物、興味をもって見ること,,명,,A
3176,구경하다,,見物する、興味をもって見る,,동,,B
3217,구두,,革靴,,명,,A
2493,구름,,雲,,명,,A
2055,구멍,,穴,,명,,B
,구십,,90,,수,九十,A
1076,구월,,9月,,명,九月,A
769,구체적,,具体的,,명,具體的,B
1125,구하다01,,探し出す、見つけ出す,,동,求-,B
6187,구하다02,,救う,,동,救-,B
3732,국,,スープ料理,,명,음식,B
141,국가,,国家,,명,國家,B
8014,국기,,国旗,,명,國旗,B
447,국내,,国内,,명,國內,B
9934,국립,,国立,,명,國立,B
3177,국물,,スープ,,명,,B
235,국민,,国民,,명,國民,B
6022,국수,,麺,,명,,B
3108,국어,,国語,,명,國語,B
878,국제,,国際,,명,國際,B
2545,국회의원,,国会議員,,명,國會議員,B
1759,군01,,～君,古風な言い方。,의,君,B
659,군02,,軍,,명,軍,B
1531,군대,,軍隊,,명,軍隊,B
3519,군데,,～か所,,의,,B
2434,군인,,軍人,,명,軍人,A
2435,굳이,,わざわざ,,부,,B
1937,굵다,,太い,,형,,B
1892,굽다,,焼く,,동,익히다,B
1849,궁금하다,,知りたくて気になる,,형,,B
1672,권,,～冊,,의,卷,A
6963,권투,,ボクシング,,명,拳鬪,B
2330,권하다,,薦める,,동,勸-,B
840,귀,,耳,,명,,A
5725,귀국,,帰国,,명,歸國,B
3307,귀국하다,,帰国する,,동,歸國-,B
2617,귀엽다,,（赤ん坊や小動物が）可愛い,女性やアクセサリーに関する「可愛い」は「예쁘다」を使う。,형,,B
2127,규칙,,規則,,명,規則,B
4117,규칙적,,規則的,,명,規則的,B
9,그01,,その,,관,,A
15,그02,,彼,書き言葉,대,,A
1164,그03,,その…,何か言いにくいことがある時に使う言葉。,감,,A
139,그거,,それ,「그것」の省略形。,대,,A
48,그것,,それ,,대,,A
860,그곳,,そこ,,대,,A
672,그날,,その日,,명,,A
303,그냥,,ただ、大した理由もなく、深く考えずに,,부,,B
2436,그늘,,日陰,,명,,B
2852,그다음,,その次,,명,,B
2463,그다지,,あまり（～ない）、大して（～ない）,否定表現と共に用いられる。,부,,B
340,그대로,,そのまま、変化なしに,,부,,B
473,그동안,,あれから,,명,,A
187,그때,,その時,,명,,A
330,그래01,,そう,,감,,A
1229,그래02,,そうして,,불,그리하여,A
692,그래도,,でも、しかし,,불,그리하여도,B
134,그래서,,だから、そのため,,부,,A
1553,그램,,～グラム,,의,gram,B
34,그러나,,しかし,,부,,A
785,그러니까,,だから,,부,,A
636,그러면,,そしたら,,부,,A
1127,그러므로,,そのため,,부,,B
426,그러하다,,そうである,,형,,B
54,그런,,そんな,,관,,B
142,그런데,,しかし、ところで,,부,,A
457,그럼01,,もちろん,,부,'그러면'의 준말,A
2736,그럼02,,では、じゃあ,,감,,A
,그렇게,,そうして,,불,그러하게,B
38,그렇다,,そうだ,,형,,A
3393,그렇지,,その通り,,감,,B
1120,그렇지만,,しかし、そうだが,,부,,A
879,그룹,,グループ,,명,group,B
1563,그릇,,器、食器,,명,,A
1388,그리,,そうして,,부,그러한 모양,B
52,그리고,,そして,,부,,A
439,그리다,,描く,,동,그림을 ~,A
362,그림,,絵,,명,,A
1504,그림자,,影,,명,,B
3853,그립다,,恋しい,,형,,B
745,그만,,それ以上～しない,例えば「그만 먹다」は「食べるのをやめる」を意味する。,부,그 정도까지만,B
1866,그만두다,,やめる,,동,,B
1532,그만큼,,そのぐらい,,부,,B
6550,그만하다,,やめる,,형,,B
2706,그분,,その方[かた],,대,,A
1085,그중,,その中,,명,#NAME?,B
3027,그쪽,,そっち、あなた,,대,,A
1150,그치다,,止[や]む,,동,,B
3794,그해,,その年,,명,,B
2331,극장,,劇場,,명,劇場,A
563,근데,,でも、しかし,「그런데」の省略形。,부,그런데,B
1971,근로자,,勤労者,,명,勤勞者,B
2707,근무,,勤務,,명,勤務,B
2761,근무하다,,勤務する,,동,勤務-,B
1151,근처,,近く、近所,,명,近處,A
252,글,,文章,,명,,B
1972,글쎄,,さあ,,감,,B
2403,글쓰기,,作文,,명,,B
3976,글씨,,文字,,명,,B
1564,글자,,文字,,명,#NAME?,B
5323,금,,金,,명,金,B
3262,금년,,今年,「올해」よりも固い表現。,명,今年,B
1597,금방,,すぐに,,부,今方,B
5868,금연,,禁煙,,명,禁煙,B
7714,금요일,,金曜日,,명,金曜日,A
2591,금지,,禁止,,명,禁止,B
4774,금지하다,,禁止する,,동,禁止-,B
1289,급,,級,,명,級,A
2437,급하다,,急いでいる、緊急だ,,형,急-,B
2952,긍정적,,肯定的,,명,肯定的,B
678,기간,,期間,,명,期間,B
910,기계,,機械,,명,機械,B
298,기다리다,,待つ,,동,,A
1442,기대,,期待,,명,期待,B
1303,기대하다,,期待する、楽しみにする,,동,期待-,B
6758,기도,,祈り、祈祷,,명,祈禱,B
1261,기록하다,,記録する,,동,記錄-,B
882,기르다,,育てる,,동,,B
1893,기름,,油、脂,,명,,B
842,기본,,基本,,명,基本,B
525,기분,,気分、気持ち,,명,氣分,A
3308,기뻐하다,,喜ぶ,,동,,B
1625,기쁘다,,嬉しい,,형,,B
1633,기쁨,,喜び,,명,,B
4775,기사01,,技士,,명,技士,B
1342,기사02,,記事,,명,記事,B
4776,기숙사,,寮、寄宿舎,,명,寄宿舍,A
328,기술,,技術、技,,명,技術,B
847,기억,,記憶,,명,記憶,B
7464,기억나다,,思い出す,,동,記憶-,B
1905,기억하다,,覚えている、記憶する,,동,記憶-,B
2379,기온,,気温,,명,氣溫,B
2822,기운,,元気,,명,,B
637,기자,,記者,,명,記者,B
779,기준,,基準,,명,基準,B
2919,기차,,長距離列車,,명,汽車,A
1235,기초,,基礎,,명,基礎,B
7466,기침,,咳,,명,,B
6372,기타,,その他,,명,guitar,B
770,기회,,機会,,명,機會,B
2464,긴장,,緊張,,명,緊張,B
3856,긴장하다,,緊張する,,동,緊張-,B
173,길,,道,,명,도로,A
4588,길가,,長い,,명,,B
6760,길거리,,通り、街頭,,명,,B
386,길다,,長い,,형,밤이 ~,A
1283,길이,,長さ,,명,,B
4405,김,,海苔,,명,해초,B
7720,김밥,,海苔巻き,,명,,A
2207,김치,,キムチ,,명,,A
16599,김치찌개,,キムチチゲ,,명,,B
,김포공항,,金浦空港,,고,金浦空港,B
461,깊다,,深い,,형,,B
3224,깊이01,,深さ,,명,,B
1634,깊이02,,深く,,부,,B
954,까닭,,理由,,명,,B
26135,까만색,,黒、黒色,,명,#NAME?,B
3264,까맣다,,黒い,,형,,B
2465,깎다,,削る,,동,,A
9500,깜빡,,うっかりして,,부,,B
2762,깜짝,,びっくり,,부,놀라는 모양,B
1939,깨끗이,,きれいに,,부,,B
1471,깨끗하다,,（汚れておらず）きれいだ、清潔だ,,형,,A
2277,깨다01,,覚める,,동,술이 ~,B
3394,깨다02,,割る,,동,그릇을 ~,B
2792,깨지다,,割れる,,동,깨어지다,B
791,꺼내다,,取り出す,,동,,B
3795,꺼지다,,消える,,동,불이 ~,B
4262,껌,,ガム,,명,gum,B
2309,껍질,,（果物などの）皮,,명,,B
397,꼭,,必ず、是非,,부,반드시,A
3796,꼭대기,,頂上,,명,,B
470,꽃,,花,,명,,A
6761,꽃잎,,花びら,,명,,B
1608,꽤,,かなり,,부,,B
3028,꾸다,,（夢を）見る,,동,꿈을 ~,B
1635,꾸미다,,飾る,,동,,B
2889,꾸준히,,根気よく,,부,,B
4982,꿀,,蜜,,명,,B
535,꿈,,夢,,명,,A
3071,꿈꾸다,,夢見る,,동,,B
5873,꿈속,,夢の中,,명,,B
2495,끄다,,消す,,동,불을 ~,A
2208,끄덕이다,,頷く,,동,,B
1614,끊다,,（つながっているものを）切る,,동,,B
3797,끊어지다,,（つながっているものが）切れる,,동,,B
568,끌다,,引っ張る,,동,,B
2854,끓다,,沸く、沸騰する,,동,,B
1416,끓이다,,沸かす、沸騰させる,,동,,B
333,끝,,終わり、最後,,명,,A
376,끝나다,,終わる,,동,,A
2332,끝내,,最後まで（＋否定表現）、とうとう（＋肯定表現）,,부,,B
1452,끝내다,,終える,,동,,A
4331,끼다01,,（雲が）かかる,,동,구름이 ~,B
2072,끼다02,,挟む,,동,끼우다,B
8,나,,僕、俺、あたし,主に敬語を使わない相手に対して用いる1人称。,대,,A
196,나가다01,,出る、出ていく,,동,,A
368,나가다02,,出る、出ていく,,보,,A
304,나누다,,分ける,,동,,B
104,나다,,出る,,동,,A
226,나라,,国[くに],,명,,A
1290,나머지,,残り、余り,,명,,B
540,나무,,木,,명,,A
4047,나물,,ナムル、野菜をゴマ油であえた料理,,명,,B
3225,나뭇가지,,木の枝,,명,,B
4778,나뭇잎,,木の葉,,명,,B
5874,나비,,蝶,,명,,B
6379,나빠지다,,悪くなる,,동,,B
873,나쁘다,,悪い,,형,,A
458,나서다,,自ら進み出る,,동,,B
50,나오다,,出る、出てくる,,동,,A
429,나이,,年,,명,,A
1018,나중,,後[あと]、今度,,명,,A
160,나타나다,,現れる,,동,,B
588,나타내다,,表す,,동,,B
11024,나흘,,4日（の間）,,명,,B
5328,낙엽,,落ち葉,,명,落葉,B
2278,낚시,,釣り,,명,,B
143,날,,日[ひ],,명,어느 ~,A
2073,날개,,翼,,명,,B
2230,날다,,飛ぶ,,동,,A
1291,날씨,,天気,天候を表現する際に「날씨가 춥다（直訳：天気が寒い）」のように用いられることが多いが、日本語に訳す際には省略した方が自然な訳となる。,명,,A
2380,날아가다,,飛ぶ、飛んでいく,,동,,B
2855,날아오다,,飛ぶ、飛んでくる,,동,,B
2994,날짜,,日付,,명,,A
1940,낡다,,古い、年季が入っている,,형,,B
6380,남01,,他人,,명,男,B
8324,남02,,南,,명,南,B
1056,남기다,,残す,,동,,B
1068,남녀,,男女,,명,男女,A
290,남다,,残る,,동,,B
,남대문,,南大門,,고,南大門,A
,남대문시장,,南大門市場,,고,南大門市場,A
9077,남동생,,弟,,명,男-,A
4590,남매,,男女が混じったきょうだい、兄と妹もしくは姉と弟,,명,男妹,B
,남산,,南山,,고,南山,B
742,남성,,男性,,명,男性,B
154,남자,,男の人,,명,男子,A
1598,남쪽,,南,,명,南-,A
255,남편,,夫,,명,男便,A
5594,남학생,,男子学生,,명,男學生,A
3226,낫다01,,治る,,동,병이 ~,B
1696,낫다02,,ましだ,,형,더 좋다,B
1184,낮,,昼,,명,,A
974,낮다,,低い,,형,,A
2209,낯설다,,馴染みがない,,형,,B
433,낳다,,産む,,동,,B
2405,내내,,ずっと,,부,,B
1941,내년,,来年,,명,來年,A
1069,내놓다,,差し出す,,동,,B
167,내다01,,出す,,동,길을 ~,A
182,내다02,,出す,,보,참아 ~,A
1041,내려가다,,降りる、降りていく,,동,,A
3310,내려놓다,,下ろす,,동,,B
3029,내려다보다,,下を見る,,동,,B
894,내려오다,,降りる、降りてくる,,동,,A
243,내리다,,降りる,,동,눈이 ~,A
1545,내밀다,,差し出す,,동,,B
212,내용,,内容,,명,內容,B
1270,내일,,明日,,명,來日,A
2592,내지,,もしくは,,부,乃至,B
4877,냄비,,鍋,調理道具としての「鍋」を意味し、「鍋料理」の意味はない。,명,,B
1061,냄새,,匂い,,명,,B
13192,냉면,,冷麺,,명,冷麵,A
3311,냉장고,,冷蔵庫,,명,冷藏庫,A
100,너,,お前、君,敬語を用いない相手に用いる2人称代名詞。,대,,A
2231,너머,,越[ご]し,,명,,B
225,너무,,あまりにも、～すぎる,話し言葉では「とても～」の意味で使われることもある。,부,,A
1152,너무나,,あまりにも,,부,,B
1588,너희,,お前たち、君たち,「너」の複数形。,대,,B
638,넓다,,広い,,형,,A
4780,넓어지다,,広くなる,,동,,B
2763,넓히다,,広げる,,동,,B
476,넘다,,超える、過ぎる,,동,,B
1615,넘어가다,,超える、過ぎる、超えていく、過ぎていく,,동,,B
1697,넘어서다,,超える、過ぎる,,동,,B
4332,넘어지다,,転ぶ,,동,,B
2172,넘치다,,溢れる,,동,,B
219,넣다,,入れる,,동,,A
1304,네01,,4つの,,관,,A
357,네02,,はい,,감,,A
8328,네거리,,交差点、十字路,,명,,B
6766,넥타이,,ネクタイ,,명,necktie,A
6980,넷,,4,,수,,A
6198,넷째,,4つ目,,수,,A
2074,녀석,,～奴[やつ],,의,,B
26,년,,年,,의,年,A
345,년대,,年代,,의,年代,B
2890,년도,,年度,,의,年度,B
792,노동자,,労働者,,명,勞動者,B
8329,노란색,,黄色,,명,#NAME?,A
3109,노랗다,,黄色い,,형,,B
487,노래,,歌,,명,,A
3977,노래방,,カラオケ,,명,#NAME?,B
3398,노래하다,,歌う,,동,,A
7474,노랫소리,,歌い声,,명,,B
494,노력,,努力,,명,努力,B
944,노력하다,,努力する,,동,努力-,B
1086,노인,,老人,,명,老人,B
8031,노트,,ノート,,명,note,A
4265,녹색,,緑、緑色,,명,綠色,B
8699,녹음,,録音,,명,錄音,B
8330,녹음하다,,録音する,,동,錄音-,B
16643,녹차,,緑茶,,명,綠茶,B
1417,논문,,論文,,명,論文,B
2953,논의하다,,話し合う、論議する,,동,論議-,B
418,놀다,,遊ぶ,,동,,A
594,놀라다,,驚く,,동,,A
1829,놀랍다,,驚くような,,형,,B
1177,놀이,,遊び,,명,,B
7731,놀이터,,遊び場,,명,,B
9968,농구,,バスケットボール,,명,籠球,B
2856,농담,,冗談,,명,弄談,B
1472,농사,,農業、農事,,명,農事,B
723,농업,,農業,,명,農業,B
1493,농촌,,農村,,명,農村,B
277,높다,,高い（高低の）,,형,,A
1657,높아지다,,高くなる（高低の）,,동,,B
2210,높이01,,高さ,,명,,B
2566,높이02,,高く,,부,,B
1153,높이다,,高くする,,동,,B
415,놓다,,置く,,동,,A
1319,놓이다,,置かれる,,동,,B
2173,놓치다,,逃す,,동,,B
114,누구,,誰,,대,,A
1140,누나,,（男性から見た）姉,,명,,A
1599,누르다,,押す,,동,힘을 가하다,B
107,눈01,,目,,명,신체의 일부,A
1505,눈02,,雪,,명,~이 내리다,A
814,눈물,,涙,,명,,A
2075,눈빛,,眼光,,명,~이 매섭다,B
3030,눈썹,,眉毛,,명,,B
1943,눈앞,,目の前,,명,,B
981,눕다,,横になる,,동,,B
914,뉴스,,ニュース,,명,news,A
,뉴욕,,ニューヨーク,,고,New York,B
1011,느껴지다,,感じられる,,동,,B
222,느끼다,,感じる,,동,추위를 ~,B
401,느낌,,感じ,,명,,B
3860,느리다,,遅い,,형,,B
707,늘,,いつも,,부,,B
1427,늘다,,増える,,동,,B
1636,늘리다,,増やす,,동,,B
809,늘어나다,,増える,,동,,B
1658,늙다,,年をとる、老いる,,동,,B
502,능력,,能力,,명,能力,B
949,늦다01,,遅い,,형,,A
3630,늦다02,,遅れる,,동,,A
89,다,,全部、皆,物にも人にも使える。,부,,A
2279,다가가다,,近づく、近づいていく,,동,,B
1262,다가오다,,近づく、近づいてくる,,동,,B
7736,다녀가다,,寄る、寄っていく,,동,,B
1876,다녀오다,,寄る、寄ってくる,,동,,A
284,다니다,,通う,,동,,A
163,다르다,,違う、異なる,,형,,A
82,다른,,他の、別の,,관,,A
747,다리01,,脚,,명,신체의 일부,A
2466,다리02,,橋,,명,교량,A
7476,다섯,,5,,수,,A
15360,다섯째,,5番目,,수,,A
2891,다수,,多数,,명,多數,B
81,다시,,また,,부,,A
595,다양하다,,多様だ,,형,多樣-,B
112,다음,,次,,명,,A
11043,다이어트,,ダイエット,,명,diet,B
3110,다치다,,傷つく,,동,,B
1506,다하다,,終える,,동,,B
3915,다행히,,幸いに,,부,多幸-,B
810,닦다,,拭く,,동,,A
